species,population,heat_treatment,replicate,total_seeds,germinated_seeds,empty_seeds
CAL,5,115,III,25,1,
CAL,5,120,I,25,0,
CAL,5,120,II,25,0,
CAL,5,120,III,25,0,
CAL,6,30,I,25,5,
CAL,6,30,II,25,4,2
CAL,6,30,III,25,2,
CAL,6,35,I,25,7,
CAL,6,35,II,25,9,
CAL,6,35,III,25,9,1
CAL,6,40,I,25,10,
CAL,6,40,II,24,6,1
CAL,6,40,III,25,7,
CAL,6,45,I,25,7,
CAL,6,45,II,25,7,2
CAL,6,45,III,25,5,
CAL,6,50,I,25,9,
CAL,6,50,II,25,6,
CAL,6,50,III,25,8,
CAL,6,55,I,25,5,
CAL,6,55,II,25,7,1
CAL,6,55,III,25,6,
CAL,6,60,I,25,5,1
CAL,6,60,II,25,12,2
CAL,6,60,III,25,11,
CAL,6,65,I,25,15,
CAL,6,65,II,25,16,
CAL,6,65,III,25,11,
CAL,6,70,I,25,16,2
CAL,6,70,II,25,20,
CAL,6,70,III,25,21,
CAL,6,75,I,25,20,
CAL,6,75,II,25,15,4
CAL,6,75,III,24,19,
CAL,6,80,I,25,20,1
CAL,6,80,II,25,14,2
CAL,6,80,III,25,22,
CAL,6,85,I,25,20,1
CAL,6,85,II,25,21,3
CAL,6,85,III,25,16,
CAL,6,90,I,25,22,1
CAL,6,90,II,25,22,3
CAL,6,90,III,25,18,
CAL,6,95,I,25,20,1
CAL,6,95,II,25,17,
CAL,6,95,III,25,19,
CAL,6,100,I,25,13,1
CAL,6,100,II,25,14,4
CAL,6,100,III,25,15,
CAL,6,105,I,25,12,2
CAL,6,105,II,25,12,
CAL,6,105,III,25,6,
CAL,6,110,I,25,9,
CAL,6,110,II,25,6,
CAL,6,110,III,25,12,
CAL,6,115,I,25,3,2
CAL,6,115,II,25,7,
CAL,6,115,III,25,5,
CAL,6,120,I,25,0,
CAL,6,120,II,25,0,
CAL,6,120,III,25,0,1
CAL,7,30,I,25,6,
CAL,7,30,II,25,5,2
CAL,7,30,III,25,3,1
CAL,7,35,I,25,2,
CAL,7,35,II,25,3,4
CAL,7,35,III,25,4,2
CAL,7,40,I,25,3,
CAL,7,40,II,24,3,2
CAL,7,40,III,25,2,4
CAL,7,45,I,25,4,
CAL,7,45,II,25,3,6
CAL,7,45,III,25,5,3
CAL,7,50,I,25,4,
CAL,7,50,II,25,1,5
CAL,7,50,III,25,5,1
CAL,7,55,I,25,0,
CAL,7,55,II,25,3,3
CAL,7,55,III,25,3,4
CAL,7,60,I,24,5,
CAL,7,60,II,25,8,3
CAL,7,60,III,25,4,3
CAL,7,65,I,25,4,7
CAL,7,65,II,25,8,1
CAL,7,65,III,25,6,2
CAL,7,70,I,25,4,6
CAL,7,70,II,25,12,4
CAL,7,70,III,25,11,3
CAL,7,75,I,25,16,6
CAL,7,75,II,25,11,5
CAL,7,75,III,25,12,
CAL,7,80,I,25,15,3
CAL,7,80,II,25,16,2
CAL,7,80,III,25,18,1
CAL,7,85,I,24,16,4
CAL,7,85,II,25,18,5
CAL,7,85,III,25,21,1
CAL,7,90,I,25,19,3
CAL,7,90,II,25,20,4
CAL,7,90,III,25,16,2
CAL,7,95,I,25,17,3
CAL,7,95,II,25,18,3
CAL,7,95,III,25,14,3
CAL,7,100,I,25,13,3
CAL,7,100,II,25,16,1
CAL,7,100,III,25,15,3
CAL,7,105,I,25,10,
CAL,7,105,II,25,13,
CAL,7,105,III,25,12,
CAL,7,110,I,25,8,
CAL,7,110,II,25,5,
CAL,7,110,III,25,9,
CAL,7,115,I,25,8,
CAL,7,115,II,25,8,
CAL,7,115,III,25,6,
CAL,7,120,I,25,2,
CAL,7,120,II,25,6,1
CAL,7,120,III,25,8,
CAL,8,30,I,25,7,
CAL,8,30,II,24,6,2
CAL,8,30,III,25,7,
CAL,8,35,I,25,5,
CAL,8,35,II,24,9,2
CAL,8,35,III,25,10,3
CAL,8,40,I,25,14,
CAL,8,40,II,25,5,3
CAL,8,40,III,25,7,3
CAL,8,45,I,25,6,
CAL,8,45,II,25,11,
CAL,8,45,III,25,14,1
CAL,8,50,I,25,5,
CAL,8,50,II,25,10,5
CAL,8,50,III,25,1,
CAL,8,55,I,24,10,2
CAL,8,55,II,25,9,6
CAL,8,55,III,25,11,3
CAL,8,60,I,25,10,3
CAL,8,60,II,25,9,1
CAL,8,60,III,25,12,2
CAL,8,65,I,25,8,3
CAL,8,65,II,25,16,2
CAL,8,65,III,25,12,2
CAL,8,70,I,25,13,1
CAL,8,70,II,25,14,
CAL,8,70,III,25,17,2
CAL,8,75,I,25,15,2
CAL,8,75,II,25,13,3
CAL,8,75,III,25,15,2
CAL,8,80,I,25,17,3
CAL,8,80,II,25,18,1
CAL,8,80,III,25,17,3
CAL,8,85,I,25,13,2
CAL,8,85,II,25,16,3
CAL,8,85,III,25,15,
CAL,8,90,I,25,16,4
CAL,8,90,II,24,13,8
CAL,8,90,III,25,13,3
CAL,8,95,I,25,10,5
CAL,8,95,II,25,14,1
CAL,8,95,III,25,11,3
CAL,8,100,I,25,5,3
CAL,8,100,II,25,10,
CAL,8,100,III,25,12,3
CAL,8,105,I,25,2,4
CAL,8,105,II,25,4,
CAL,8,105,III,25,2,
CAL,8,110,I,25,2,
CAL,8,110,II,25,1,
CAL,8,110,III,25,1,
CAL,8,115,I,25,1,
CAL,8,115,II,25,0,
CAL,8,115,III,25,0,
CAL,8,120,I,25,0,
CAL,8,120,II,25,0,
CAL,8,120,III,25,0,
CAL,9,30,I,25,8,
CAL,9,30,II,25,5,1
CAL,9,30,III,25,7,1
CAL,9,35,I,25,8,
CAL,9,35,II,25,6,2
CAL,9,35,III,25,9,2
CAL,9,40,I,25,4,
CAL,9,40,II,25,9,3
CAL,9,40,III,25,5,1
CAL,9,45,I,25,4,
CAL,9,45,II,25,4,2
CAL,9,45,III,25,9,2
CAL,9,50,I,25,8,
CAL,9,50,II,25,7,1
CAL,9,50,III,25,9,5
CAL,9,55,I,25,8,
CAL,9,55,II,25,2,4
CAL,9,55,III,25,6,4
CAL,9,60,I,25,6,4
CAL,9,60,II,24,8,1
CAL,9,60,III,25,7,1
CAL,9,65,I,25,9,4
CAL,9,65,II,25,12,2
CAL,9,65,III,25,16,2
CAL,9,70,I,25,9,4
CAL,9,70,II,25,11,3
CAL,9,70,III,25,12,1
CAL,9,75,I,25,16,3
CAL,9,75,II,25,18,1
CAL,9,75,III,25,13,2
CAL,9,80,I,25,19,2
CAL,9,80,II,25,14,4
CAL,9,80,III,25,15,
CAL,9,85,I,25,16,2
CAL,9,85,II,25,13,4
CAL,9,85,III,25,21,2
CAL,9,90,I,25,12,3
CAL,9,90,II,25,15,5
CAL,9,90,III,25,19,
CAL,9,95,I,25,10,3
CAL,9,95,II,25,21,1
CAL,9,95,III,25,15,1
CAL,9,100,I,25,15,3
CAL,9,100,II,25,16,3
CAL,9,100,III,25,10,2
CAL,9,105,I,25,2,
CAL,9,105,II,25,7,
CAL,9,105,III,25,7,
CAL,9,110,I,25,5,
CAL,9,110,II,25,10,1
CAL,9,110,III,25,5,
CAL,9,115,I,25,3,
CAL,9,115,II,25,3,1
CAL,9,115,III,25,1,
CAL,9,120,I,25,0,
CAL,9,120,II,25,0,
CAL,9,120,III,25,0,
CAL,10,30,I,25,8,
CAL,10,30,II,25,5,
CAL,10,30,III,25,9,3
CAL,10,35,I,25,7,
CAL,10,35,II,25,10,4
CAL,10,35,III,25,8,4
CAL,10,40,I,25,2,
CAL,10,40,II,25,7,4
CAL,10,40,III,25,5,6
CAL,10,45,I,25,3,
CAL,10,45,II,25,2,4
CAL,10,45,III,25,7,2
CAL,10,50,I,25,6,1
CAL,10,50,II,25,11,1
CAL,10,50,III,25,4,4
CAL,10,55,I,25,8,5
CAL,10,55,II,25,6,2
CAL,10,55,III,25,3,1
CAL,10,60,I,25,6,3
CAL,10,60,II,25,6,5
CAL,10,60,III,25,10,5
CAL,10,65,I,25,10,5
CAL,10,65,II,25,12,1
CAL,10,65,III,25,15,3
CAL,10,70,I,25,5,3
CAL,10,70,II,25,14,3
CAL,10,70,III,25,14,2
CAL,10,75,I,25,13,5
CAL,10,75,II,24,13,2
CAL,10,75,III,25,17,1
CAL,10,80,I,25,18,2
CAL,10,80,II,25,15,1
CAL,10,80,III,24,17,1
CAL,10,85,I,25,13,6
CAL,10,85,II,25,15,3
CAL,10,85,III,25,18,3
CAL,10,90,I,25,15,6
CAL,10,90,II,25,18,2
CAL,10,90,III,25,16,3
CAL,10,95,I,25,20,1
CAL,10,95,II,25,11,3
CAL,10,95,III,25,13,4
CAL,10,100,I,25,8,5
CAL,10,100,II,25,12,1
CAL,10,100,III,25,9,2
CAL,10,105,I,25,5,4
CAL,10,105,II,25,7,
CAL,10,105,III,25,1,
CAL,10,110,I,25,0,
CAL,10,110,II,25,3,
CAL,10,110,III,25,2,
CAL,10,115,I,25,0,
CAL,10,115,II,25,2,
CAL,10,115,III,25,1,
CAL,10,120,I,25,0,
CAL,10,120,II,25,0,
CAL,10,120,III,25,0,
CAL,11,30,I,25,5,
CAL,11,30,II,25,5,4
CAL,11,30,III,25,8,
CAL,11,35,I,25,2,
CAL,11,35,II,25,9,
CAL,11,35,III,25,11,4
CAL,11,40,I,25,7,
CAL,11,40,II,25,9,
CAL,11,40,III,25,11,4
CAL,11,45,I,25,4,
CAL,11,45,II,25,10,2
CAL,11,45,III,25,8,
CAL,11,50,I,25,5,
CAL,11,50,II,25,9,2
CAL,11,50,III,25,10,2
CAL,11,55,I,25,3,2
CAL,11,55,II,25,8,1
CAL,11,55,III,25,9,2
CAL,11,60,I,25,8,
CAL,11,60,II,25,10,3
CAL,11,60,III,25,11,2
CAL,11,65,I,25,14,4
CAL,11,65,II,25,11,3
CAL,11,65,III,25,13,
CAL,11,70,I,25,16,5
CAL,11,70,II,25,9,
CAL,11,70,III,25,13,
CAL,11,75,I,25,16,3
CAL,11,75,II,25,18,2
CAL,11,75,III,25,19,
CAL,11,80,I,25,14,3
CAL,11,80,II,25,19,
CAL,11,80,III,25,13,
CAL,11,85,I,25,16,2
CAL,11,85,II,25,13,7
CAL,11,85,III,25,13,
CAL,11,90,I,25,13,6
CAL,11,90,II,25,15,3
CAL,11,90,III,25,14,
CAL,11,95,I,25,12,6
CAL,11,95,II,25,14,7
CAL,11,95,III,25,15,
CAL,11,100,I,25,12,6
CAL,11,100,II,25,8,
CAL,11,100,III,25,6,
CAL,11,105,I,25,7,
CAL,11,105,II,25,6,
CAL,11,105,III,25,6,
CAL,11,110,I,25,1,
CAL,11,110,II,25,3,
CAL,11,110,III,25,9,
CAL,11,115,I,25,0,
CAL,11,115,II,25,2,
CAL,11,115,III,25,3,
CAL,11,120,I,25,0,
CAL,11,120,II,25,0,
CAL,11,120,III,25,0,
CAL,12,30,I,25,8,
CAL,12,30,II,25,4,3
CAL,12,30,III,25,9,4
CAL,12,35,I,24,1,
CAL,12,35,II,25,3,3
CAL,12,35,III,25,6,2
CAL,12,40,I,25,6,
CAL,12,40,II,25,4,
CAL,12,40,III,25,7,2
CAL,12,45,I,25,2,
CAL,12,45,II,25,6,2
CAL,12,45,III,25,6,1
CAL,12,50,I,25,7,
CAL,12,50,II,25,2,1
CAL,12,50,III,25,10,
CAL,12,55,I,24,4,
CAL,12,55,II,25,10,
CAL,12,55,III,25,9,1
CAL,12,60,I,25,11,3
CAL,12,60,II,25,3,3
CAL,12,60,III,25,4,1
CAL,12,65,I,25,6,3
CAL,12,65,II,25,11,3
CAL,12,65,III,25,9,1
CAL,12,70,I,25,15,1
CAL,12,70,II,25,14,6
CAL,12,70,III,25,14,2
CAL,12,75,I,25,16,4
CAL,12,75,II,25,10,3
CAL,12,75,III,25,17,
CAL,12,80,I,25,21,1
CAL,12,80,II,25,12,3
CAL,12,80,III,25,17,1
CAL,12,85,I,24,16,2
CAL,12,85,II,25,14,2
CAL,12,85,III,25,18,2
CAL,12,90,I,25,18,4
CAL,12,90,II,25,13,5
CAL,12,90,III,25,16,1
CAL,12,95,I,25,16,3
CAL,12,95,II,25,17,2
CAL,12,95,III,25,21,1
CAL,12,100,I,25,9,4
CAL,12,100,II,25,11,1
CAL,12,100,III,25,15,1
CAL,12,105,I,25,7,4
CAL,12,105,II,25,6,
CAL,12,105,III,25,7,
CAL,12,110,I,25,11,
CAL,12,110,II,25,8,
CAL,12,110,III,25,7,
CAL,12,115,I,25,6,2
CAL,12,115,II,25,1,
CAL,12,115,III,25,7,2
CAL,12,120,I,25,0,
CAL,12,120,II,25,3,2
CAL,12,120,III,25,1,2
CAL,13,30,I,25,9,
CAL,13,30,II,25,16,1
CAL,13,30,III,25,15,
CAL,13,35,I,25,13,
CAL,13,35,II,25,18,
CAL,13,35,III,25,19,
CAL,13,40,I,25,9,
CAL,13,40,II,25,14,
CAL,13,40,III,25,17,
CAL,13,45,I,25,12,
CAL,13,45,II,25,15,
CAL,13,45,III,25,11,1
CAL,13,50,I,25,16,
CAL,13,50,II,25,19,
CAL,13,50,III,25,15,2
CAL,13,55,I,25,16,
CAL,13,55,II,25,15,1
CAL,13,55,III,25,10,
CAL,13,60,I,25,12,
CAL,13,60,II,25,14,
CAL,13,60,III,25,13,1
CAL,13,65,I,25,16,
CAL,13,65,II,25,16,2
CAL,13,65,III,25,15,
CAL,13,70,I,25,19,
CAL,13,70,II,25,20,2
CAL,13,70,III,25,18,
CAL,13,75,I,25,19,2
CAL,13,75,II,25,20,2
CAL,13,75,III,25,20,
CAL,13,80,I,25,17,1
CAL,13,80,II,25,13,
CAL,13,80,III,25,21,1
CAL,13,85,I,25,19,
CAL,13,85,II,25,20,3
CAL,13,85,III,25,13,2
CAL,13,90,I,25,18,1
CAL,13,90,II,25,18,1
CAL,13,90,III,25,19,2
CAL,13,95,I,25,14,3
CAL,13,95,II,25,15,2
CAL,13,95,III,25,18,2
CAL,13,100,I,25,10,3
CAL,13,100,II,25,11,1
CAL,13,100,III,25,5,1
CAL,13,105,I,25,0,
CAL,13,105,II,22,5,2
CAL,13,105,III,25,3,1
CAL,13,110,I,25,1,
CAL,13,110,II,25,2,1
CAL,13,110,III,25,1,
CAL,13,115,I,25,1,2
CAL,13,115,II,25,3,
CAL,13,115,III,25,1,
CAL,13,120,I,25,0,
CAL,13,120,II,25,0,
CAL,13,120,III,25,1,
CAL,14,30,I,25,8,
CAL,14,30,II,25,5,
CAL,14,30,III,25,7,2
CAL,14,35,I,25,4,
CAL,14,35,II,25,7,1
CAL,14,35,III,25,7,2
CAL,14,40,I,25,4,
CAL,14,40,II,25,10,1
CAL,14,40,III,25,9,2
CAL,14,45,I,25,5,
CAL,14,45,II,25,10,
CAL,14,45,III,25,6,
CAL,14,50,I,25,8,
CAL,14,50,II,25,8,1
CAL,14,50,III,25,8,2
CAL,14,55,I,25,7,3
CAL,14,55,II,25,7,1
CAL,14,55,III,25,6,2
CAL,14,60,I,25,9,
CAL,14,60,II,25,8,1
CAL,14,60,III,25,7,
CAL,14,65,I,25,7,1
CAL,14,65,II,25,14,
CAL,14,65,III,25,8,4
CAL,14,70,I,25,9,4
CAL,14,70,II,25,15,
CAL,14,70,III,25,17,
CAL,14,75,I,25,16,3
CAL,14,75,II,25,11,2
CAL,14,75,III,25,15,2
CAL,14,80,I,25,14,1
CAL,14,80,II,25,13,1
CAL,14,80,III,25,15,2
CAL,14,85,I,25,12,2
CAL,14,85,II,25,12,3
CAL,14,85,III,25,12,3
CAL,14,90,I,25,17,
CAL,14,90,II,25,18,2
CAL,14,90,III,25,18,2
CAL,14,95,I,25,8,3
CAL,14,95,II,25,13,2
CAL,14,95,III,25,14,2
CAL,14,100,I,25,7,2
CAL,14,100,II,25,11,
CAL,14,100,III,25,7,2
CAL,14,105,I,25,4,
CAL,14,105,II,25,3,
CAL,14,105,III,25,2,
CAL,14,110,I,20,2,
CAL,14,110,II,25,5,
CAL,14,110,III,25,2,
CAL,14,115,I,25,2,
CAL,14,115,II,25,5,
CAL,14,115,III,25,2,
CAL,14,120,I,25,0,
CAL,14,120,II,25,1,
CAL,14,120,III,25,0,
CAL,15,30,I,25,4,
CAL,15,30,II,25,6,1
CAL,15,30,III,25,3,1
CAL,15,35,I,25,3,
CAL,15,35,II,25,6,1
CAL,15,35,III,25,2,1
CAL,15,40,I,25,5,
CAL,15,40,II,24,1,1
CAL,15,40,III,25,2,1
CAL,15,45,I,25,5,
CAL,15,45,II,25,6,
CAL,15,45,III,25,5,
CAL,15,50,I,25,5,
CAL,15,50,II,25,0,
CAL,15,50,III,25,4,
CAL,15,55,I,25,1,
CAL,15,55,II,25,0,
CAL,15,55,III,25,6,
CAL,15,60,I,25,5,
CAL,15,60,II,25,3,1
CAL,15,60,III,25,4,1
CAL,15,65,I,25,4,1
CAL,15,65,II,25,15,
CAL,15,65,III,25,6,
CAL,15,70,I,25,11,
CAL,15,70,II,25,16,1
CAL,15,70,III,25,11,
CAL,15,75,I,24,13,1
CAL,15,75,II,25,12,
CAL,15,75,III,25,18,
CAL,15,80,I,25,23,
CAL,15,80,II,25,23,1
CAL,15,80,III,25,23,
CAL,15,85,I,25,21,
CAL,15,85,II,25,18,1
CAL,15,85,III,25,13,1
CAL,15,90,I,25,23,
CAL,15,90,II,25,20,1
CAL,15,90,III,25,19,
CAL,15,95,I,25,22,
CAL,15,95,II,25,18,2
CAL,15,95,III,25,16,1
CAL,15,100,I,25,19,
CAL,15,100,II,25,19,
CAL,15,100,III,25,16,1
CAL,15,105,I,25,19,2
CAL,15,105,II,25,16,1
CAL,15,105,III,25,19,1
CAL,15,110,I,25,12,
CAL,15,110,II,25,16,1
CAL,15,110,III,25,13,
CAL,15,115,I,25,8,
CAL,15,115,II,25,5,
CAL,15,115,III,25,6,1
CAL,15,120,I,25,2,
CAL,15,120,II,25,4,
CAL,15,120,III,25,4,1
CAL,16,30,I,25,7,
CAL,16,30,II,25,5,1
CAL,16,30,III,25,10,
CAL,16,35,I,25,7,
CAL,16,35,II,25,9,
CAL,16,35,III,25,3,2
CAL,16,40,I,25,2,
CAL,16,40,II,25,2,
CAL,16,40,III,25,7,
CAL,16,45,I,25,3,
CAL,16,45,II,25,6,1
CAL,16,45,III,25,6,
CAL,16,50,I,25,6,
CAL,16,50,II,25,1,
CAL,16,50,III,25,7,1
CAL,16,55,I,25,3,
CAL,16,55,II,25,5,1
CAL,16,55,III,25,5,
CAL,16,60,I,25,4,1
CAL,16,60,II,25,1,1
CAL,16,60,III,25,4,2
CAL,16,65,I,25,7,
CAL,16,65,II,25,13,
CAL,16,65,III,25,8,1
CAL,16,70,I,25,14,1
CAL,16,70,II,25,16,
CAL,16,70,III,25,22,1
CAL,16,75,I,25,22,1
CAL,16,75,II,25,16,1
CAL,16,75,III,25,17,
CAL,16,80,I,25,21,1
CAL,16,80,II,25,17,1
CAL,16,80,III,24,18,1
CAL,16,85,I,25,15,
CAL,16,85,II,25,21,
CAL,16,85,III,25,16,1
CAL,16,90,I,25,16,2
CAL,16,90,II,25,19,2
CAL,16,90,III,25,12,2
CAL,16,95,I,25,15,2
CAL,16,95,II,25,17,2
CAL,16,95,III,25,11,1
CAL,16,100,I,22,10,5
CAL,16,100,II,25,9,3
CAL,16,100,III,25,7,1
CAL,16,105,I,25,9,3
CAL,16,105,II,25,7,
CAL,16,105,III,25,8,
CAL,16,110,I,25,7,
CAL,16,110,II,25,9,3
CAL,16,110,III,25,5,
CAL,16,115,I,25,2,
CAL,16,115,II,25,3,
CAL,16,115,III,25,4,
CAL,16,120,I,25,0,
CAL,16,120,II,25,0,
CAL,16,120,III,25,1,
CAL,17,30,I,25,11,
CAL,17,30,II,25,5,1
CAL,17,30,III,25,5,
CAL,17,35,I,25,10,
CAL,17,35,II,25,7,
CAL,17,35,III,25,11,
CAL,17,40,I,25,3,
CAL,17,40,II,25,3,1
CAL,17,40,III,25,4,
CAL,17,45,I,25,5,
CAL,17,45,II,25,9,
CAL,17,45,III,25,6,1
CAL,17,50,I,25,4,
CAL,17,50,II,25,6,
CAL,17,50,III,25,3,
CAL,17,55,I,25,2,
CAL,17,55,II,25,1,
CAL,17,55,III,25,3,
CAL,17,60,I,25,4,2
CAL,17,60,II,25,9,
CAL,17,60,III,25,4,
CAL,17,65,I,25,5,3
CAL,17,65,II,25,13,1
CAL,17,65,III,25,7,1
CAL,17,70,I,25,15,
CAL,17,70,II,25,11,1
CAL,17,70,III,25,10,1
CAL,17,75,I,25,18,
CAL,17,75,II,25,12,1
CAL,17,75,III,25,12,2
CAL,17,80,I,25,17,1
CAL,17,80,II,25,11,
CAL,17,80,III,25,20,
CAL,17,85,I,25,21,
CAL,17,85,II,25,16,1
CAL,17,85,III,25,14,4
CAL,17,90,I,25,20,
CAL,17,90,II,25,21,1
CAL,17,90,III,25,16,2
CAL,17,95,I,25,12,2
CAL,17,95,II,25,18,
CAL,17,95,III,25,11,1
CAL,17,100,I,25,12,2
CAL,17,100,II,25,15,2
CAL,17,100,III,25,12,1
CAL,17,105,I,25,12,4
CAL,17,105,II,25,10,1
CAL,17,105,III,25,5,
CAL,17,110,I,25,6,
CAL,17,110,II,25,9,2
CAL,17,110,III,25,3,
CAL,17,115,I,25,1,
CAL,17,115,II,25,3,
CAL,17,115,III,25,4,
CAL,17,120,I,25,1,
CAL,17,120,II,25,0,
CAL,17,120,III,25,0,
CAL,18,30,I,25,7,
CAL,18,30,II,25,8,3
CAL,18,30,III,25,9,1
CAL,18,35,I,25,7,
CAL,18,35,II,25,4,5
CAL,18,35,III,25,9,1
CAL,18,40,I,25,7,
CAL,18,40,II,25,4,2
CAL,18,40,III,25,6,4
CAL,18,45,I,25,5,
CAL,18,45,II,25,8,1
CAL,18,45,III,25,4,1
CAL,18,50,I,25,4,
CAL,18,50,II,25,4,3
CAL,18,50,III,25,8,5
CAL,18,55,I,25,10,2
CAL,18,55,II,25,4,5
CAL,18,55,III,25,9,1
CAL,18,60,I,25,4,5
CAL,18,60,II,25,9,
CAL,18,60,III,25,5,
CAL,18,65,I,25,4,2
CAL,18,65,II,25,7,1
CAL,18,65,III,25,13,2
CAL,18,70,I,25,15,2
CAL,18,70,II,25,9,6
CAL,18,70,III,25,14,5
CAL,18,75,I,25,15,8
CAL,18,75,II,25,5,4
CAL,18,75,III,25,8,2
CAL,18,80,I,25,10,4
CAL,18,80,II,25,13,5
CAL,18,80,III,23,16,6
CAL,18,85,I,25,11,4
CAL,18,85,II,25,15,4
CAL,18,85,III,25,7,6
CAL,18,90,I,25,9,4
CAL,18,90,II,25,16,5
CAL,18,90,III,25,17,3
CAL,18,95,I,25,10,5
CAL,18,95,II,25,11,6
CAL,18,95,III,25,8,5
CAL,18,100,I,25,1,
CAL,18,100,II,25,14,3
CAL,18,100,III,25,8,3
CAL,18,105,I,25,1,
CAL,18,105,II,25,6,
CAL,18,105,III,25,1,
CAL,18,110,I,25,3,
CAL,18,110,II,25,1,
CAL,18,110,III,25,2,
CAL,18,115,I,25,0,
CAL,18,115,II,25,0,
CAL,18,115,III,25,1,
CAL,18,120,I,25,0,
CAL,18,120,II,25,1,
CAL,18,120,III,25,0,
CAL,19,30,I,25,5,
CAL,19,30,II,25,6,
CAL,19,30,III,25,5,
CAL,19,35,I,25,5,
CAL,19,35,II,25,4,
CAL,19,35,III,25,7,3
CAL,19,40,I,25,1,
CAL,19,40,II,25,9,
CAL,19,40,III,25,4,1
CAL,19,45,I,25,5,
CAL,19,45,II,25,10,3
CAL,19,45,III,25,5,
CAL,19,50,I,25,9,
CAL,19,50,II,25,6,1
CAL,19,50,III,25,7,1
CAL,19,55,I,25,3,
CAL,19,55,II,25,5,1
CAL,19,55,III,25,4,
CAL,19,60,I,25,7,
CAL,19,60,II,25,10,
CAL,19,60,III,25,4,1
CAL,19,65,I,25,6,
CAL,19,65,II,25,9,1
CAL,19,65,III,25,11,2
CAL,19,70,I,25,16,1
CAL,19,70,II,25,19,1
CAL,19,70,III,25,21,1
CAL,19,75,I,25,18,
CAL,19,75,II,25,18,
CAL,19,75,III,25,18,
CAL,19,80,I,25,17,1
CAL,19,80,II,25,15,1
CAL,19,80,III,25,16,2
CAL,19,85,I,25,21,1
CAL,19,85,II,24,19,1
CAL,19,85,III,25,14,2
CAL,19,90,I,25,15,
CAL,19,90,II,25,11,1
CAL,19,90,III,25,9,2
CAL,19,95,I,25,11,2
CAL,19,95,II,25,18,1
CAL,19,95,III,25,10,1
CAL,19,100,I,25,6,2
CAL,19,100,II,25,13,1
CAL,19,100,III,25,16,
CAL,19,105,I,25,6,2
CAL,19,105,II,25,6,
CAL,19,105,III,25,5,
CAL,19,110,I,25,8,
CAL,19,110,II,25,6,
CAL,19,110,III,25,2,
CAL,19,115,I,25,4,
CAL,19,115,II,25,3,
CAL,19,115,III,25,2,
CAL,19,120,I,25,0,
CAL,19,120,II,25,0,
CAL,19,120,III,25,0,
CAL,20,30,I,25,2,
CAL,20,30,II,25,5,1
CAL,20,30,III,25,4,
CAL,20,35,I,25,1,
CAL,20,35,II,25,3,1
CAL,20,35,III,25,3,1
CAL,20,40,I,25,9,
CAL,20,40,II,25,4,1
CAL,20,40,III,25,5,
CAL,20,45,I,25,9,
CAL,20,45,II,25,10,1
CAL,20,45,III,25,6,
CAL,20,50,I,25,5,
CAL,20,50,II,25,5,1
CAL,20,50,III,25,5,
CAL,20,55,I,25,4,
CAL,20,55,II,25,3,
CAL,20,55,III,25,4,2
CAL,20,60,I,25,6,
CAL,20,60,II,25,6,1
CAL,20,60,III,25,7,1
CAL,20,65,I,25,10,3
CAL,20,65,II,25,9,1
CAL,20,65,III,25,13,
CAL,20,70,I,25,10,3
CAL,20,70,II,25,18,1
CAL,20,70,III,25,6,
CAL,20,75,I,25,15,1
CAL,20,75,II,25,13,
CAL,20,75,III,25,17,2
CAL,20,80,I,25,21,1
CAL,20,80,II,25,17,2
CAL,20,80,III,25,21,
CAL,20,85,I,25,20,1
CAL,20,85,II,25,17,1
CAL,20,85,III,25,16,
CAL,20,90,I,25,21,
CAL,20,90,II,25,18,2
CAL,20,90,III,25,19,
CAL,20,95,I,25,19,1
CAL,20,95,II,25,20,1
CAL,20,95,III,25,12,2
CAL,20,100,I,25,14,2
CAL,20,100,II,25,14,
CAL,20,100,III,25,5,1
CAL,20,105,I,25,13,1
CAL,20,105,II,25,14,1
CAL,20,105,III,25,5,
CAL,20,110,I,25,9,
CAL,20,110,II,25,12,
CAL,20,110,III,25,16,1
CAL,20,115,I,25,4,
CAL,20,115,II,25,6,1
CAL,20,115,III,25,5,
CAL,20,120,I,25,4,
CAL,20,120,II,25,0,
CAL,20,120,III,25,1,
